Category,Sub-Category,Micro-Category,Name,URL,Phone,Message,Email,Location,Social,Description,Other
Private Sector,,,In-Q-Tel,,,,,,,,
Private Sector,,,Institute for Collaborative Biotechnologies (UCSB),,,,,,,,
Private Sector,,,Institute for Soldier Nanotechnologies (MIT),,,,,,,,
Private Sector,,,Laboratory for Advanced Cybersecurity (LAC),,,,,,,,
Private Sector,,,Lift: Connecting Technology and Talent,,,,,,,,
Private Sector,,,ManTech,,,,,,,,
Private Sector,,,Manufacturing Times Digital (MXD): Digital Manufacturing and Cybersecurity Institute,,,,,,,,
Private Sector,,,Maryland Technology Development Corporation,,,,,,,,
Private Sector,,,"Mississippi Enterprise for Technology, Inc",,,,,,,,
Private Sector,,,Multicomponent (PIA),,,,,,,,
Private Sector,,,NAUTILUS,,,,,,,,
Private Sector,,,Nextflex: America's Flexible Hybrid Electronics Institute,,,,,,,,
Private Sector,,,Platform One,,,,,,,,
Private Sector,,,Radius Indiana,,,,,,,,
Private Sector,,,RAND,,,,,,,,
Private Sector,,,Red 5,,,,,,,,
Private Sector,,,Rogue Blue,,,,,,,,
Private Sector,,,RTI Innovation Advisors,,,,,,,,
Private Sector,,,SAE Industry Technologies,,,,,,,,
Private Sector,,,SOSSEC,,,,,,,,
Private Sector,,,Space Commercially Augmented Mission Platform,,,,,,,,
Private Sector,,,STRL,,,,,,,,
Private Sector,,,Systems Engineering & Integration Center for Communications & Computing (IDA),,,,,,,,
Private Sector,,,Team Catalyst (AFRL/RGSI),,,,,,,,
Private Sector,,,Text,,,,,,,,
Private Sector,,,The Griffiss Institute,,,,,,,,
Private Sector,,,The Patuxent Partnership,,,,,,,,
Private Sector,,,Vertical Lift Consortium (VLC),,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Academia,,,Applied Research Laboratory for Intelligence and Security,,,,,,,,
Academia,,,Georgia Tech Research Institute (GT),,,,,,,,
Academia,,,Georgia Tech Research Institute (GTRI),,,,,,,,
Academia,,,Georgia Tech Research Institute (GTRI),,,,,,,,
Academia,,,Indiana Innovation Institute,,,,,,,,
Academia,,,Institute for Advanced Technology,,,,,,,,
Academia,,,Institute for Collaborative Biotechnologies (UCSB),,,,,,,,
Academia,,,Institute for Creatives Technologies (USC),,,,,,,,
Academia,,,Institute for Manufacturing and Sustainment Technologies,,,,,,,,
Academia,,,Maryland Innovation and Security Institute (MISI),,,,,,,,
Academia,,,Medical Technologies Enterprise Consortium (MTEC),,,,,,,,
Academia,,,National Defense Research Institute,,,,,,,,
Academia,,,New Mexico Institute of Mining and Technology,,,,,,,,
Academia,,,NSWC Philadelphia,,,,,,,,
Academia,,,Purdue Foundry,,,,,,,,
Academia,,,Software Engineering Institute,,,,,,,,
Academia,,,Space Dynamics Laboratory (USU),,,,,,,,
Academia,,,Techlink,,,,,,,,
Academia,,,University of Maryland: MPower Center,,,,,,,,
Academia,,,Virginia Tech Applied Research Corporation,,,,,,,,
,,,,,,,,,,,
Non-Profits,,,Center for Naval Analysis,,,,,,,,
Non-Profits,,,IDA Communications & Computing Center,,,,,,,,
Non-Profits,,,IDA Systems and Analyses Center,,,,,,,,
Non-Profits,,,National Shipbuilding Research Program (NSRP),,,,,,,,
Non-Profits,,,National Shipbuilding Research Program (NSRP),,,,,,,,
Non-Profits,,,NewSpace New Mexico,,,,,,,,
Non-Profits,,,Thomas Jefferson National Accelorator Facility,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Partnerships / Consortia,,,Advanced Technology International (ATI),,,,,,,,
Partnerships / Consortia,,,AFLCMC Consortium Initiative (ACI),,,,,,,,
Partnerships / Consortia,,,America's Sea Land Air Military Research Initiative - Naval Postgraduate School,,,,,,,,
Partnerships / Consortia,,,Aviation & Missile Technology Consortium,,,,,,,,
Partnerships / Consortia,,,"Consortium for Command, Control, and Communications in Cyberspace (C5)",,,,,,,,
Partnerships / Consortia,,,"Consortium for Energy, Environment, and Demilitarization (CEED)",,,,,,,,
Partnerships / Consortia,,,Consortium for Execution of Rendezvous and Servicing Operations,,,,,,,,
Partnerships / Consortia,,,Consortium Management Group (CMG),,,,,,,,
Partnerships / Consortia,,,Cornerstone Consortium,,,,,,,,
Partnerships / Consortia,,,Countering Weapons of Mass Destruction Consortium,,,,,,,,
Partnerships / Consortia,,,Defense Automotive Technologies Consortium (DATC),,,,,,,,
Partnerships / Consortia,,,Defense Ordnance Technology Consortium,,,,,,,,
Partnerships / Consortia,,,DoD Ordnance Technology Consortium,,,,,,,,
Partnerships / Consortia,,,Energetics Manufacturing Technology Center,,,,,,,,
Partnerships / Consortia,,,FirePoint Innovations Center,,,,,,,,
Partnerships / Consortia,,,Forging Defense Manufacturing Consortium (FDMC),,,,,,,,
Partnerships / Consortia,,,GOVERNANCE AND GUIDANCE OFFICES,,,,,,,,
Partnerships / Consortia,,,Hyperspace Challenge,,,,,,,,
Partnerships / Consortia,,,Innovare Advancement Center,,,,,,,,
Partnerships / Consortia,,,Innovation Accelerator Foundation,,,,,,,,
Partnerships / Consortia,,,Joint Warfare Analysis Center,,,,,,,,
Partnerships / Consortia,,,Lift: Connecting Technology and Talent,,,,,,,,
Partnerships / Consortia,,,Maritime Sustainment Technology and Innovation Consortium (MSTIC),,,,,,,,
Partnerships / Consortia,,,Maritime Sustainment Technology and Innovation Consortium (MSTIC),,,,,,,,
Partnerships / Consortia,,,Medical Chemical Biological Radiological and Nuclear Defense Consortium,,,,,,,,
Partnerships / Consortia,,,Microelectronic Commons,,,,,,,,
Partnerships / Consortia,,,"Mississippi Enterprise for Technology, Inc",,,,,,,,
Partnerships / Consortia,,,MITRE Corporation - National Security Engineering Center (NSEC),,,,,,,,
Partnerships / Consortia,,,Moonshot Labs,,,,,,,,
Partnerships / Consortia,,,Multicomponent (PIA),,,,,,,,
Partnerships / Consortia,,,National Advanced Mobility Consortium,,,,,,,,
Partnerships / Consortia,,,National Armaments Consortium (NAC),,,,,,,,
Partnerships / Consortia,,,National Center for Manufacturing Sciences,,,,,,,,
Partnerships / Consortia,,,National Defense Research Institute,,,,,,,,
Partnerships / Consortia,,,National Energy Technology Laboratory,,,,,,,,
Partnerships / Consortia,,,National Security Innovation Capital (NSIC),,,,,,,,
Partnerships / Consortia,,,National Security Innovation Network (NSIN),,,,,,,,
Partnerships / Consortia,,,National Security Technology Accelerator (NSTXL),,,,,,,,
Partnerships / Consortia,,,National Security Technology Enterprise Consortium (NSTEC),,,,,,,,
Partnerships / Consortia,,,National Shipbuilding Research Program,,,,,,,,
Partnerships / Consortia,,,National Spectrum Consortium (NSC),,,,,,,,
Partnerships / Consortia,,,NAUTILUS,,,,,,,,
Partnerships / Consortia,,,Naval Aviation Systems Consortium (NASC),,,,,,,,
Partnerships / Consortia,,,Naval Energetic Systems and Technologies (NEST),,,,,,,,
Partnerships / Consortia,,,Navy (PIA),,,,,,,,
Partnerships / Consortia,,,Nextflex: America's Flexible Hybrid Electronics Institute,,,,,,,,
Partnerships / Consortia,,,ODIN,,,,,,,,
Partnerships / Consortia,,,Office of Naval Research,,,,,,,,
Partnerships / Consortia,,,PIA,,,,,,,,
Partnerships / Consortia,,,Platform One,,,,,,,,
Partnerships / Consortia,,,Purdue University,,,,,,,,
Partnerships / Consortia,,,Radius Indiana,,,,,,,,
Partnerships / Consortia,,,RTI Innovation Advisors,,,,,,,,
Partnerships / Consortia,,,SAE Industry Technologies,,,,,,,,
Partnerships / Consortia,,,Space Commercially Augmented Mission Platform,,,,,,,,
Partnerships / Consortia,,,Space Dynamics Laboratory (USU),,,,,,,,
Partnerships / Consortia,,,Space Enterprise Technology Consortia (SETC),,,,,,,,
Partnerships / Consortia,,,Space Systems Engineering Consortium,,,,,,,,
Partnerships / Consortia,,,Systems Engineering & Integration Center for Communications & Computing (IDA),,,,,,,,
Partnerships / Consortia,,,Team Catalyst (AFRL/RGSI),,,,,,,,
Partnerships / Consortia,,,The Consortium for Execution of Rendezvous and Servicing Operations,,,,,,,,
Partnerships / Consortia,,,The Griffiss Institute,,,,,,,,
Partnerships / Consortia,,,The Patuxent Partnership,,,,,,,,
Partnerships / Consortia,,,Thomas Jefferson National Accelorator Facility,,,,,,,,
Partnerships / Consortia,,,TRON,,,,,,,,
Partnerships / Consortia,,,Undersea Technology Innovation Consortium (UTIC),,,,,,,,
Partnerships / Consortia,,,University Technology Enterprise Consortium,,,,,,,,
Partnerships / Consortia,,,Vertical Lift Consortium (VLC),,,,,,,,
Partnerships / Consortia,,,Virginia Tech Applied Research Corporation,,,,,,,,
Partnerships / Consortia,,,Weapons Industry Consortium (WIC),,,,,,,,
Partnerships / Consortia,,,MGMWERX AF,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,SBIR .gov,Homepage , https://sbir.gov,,,,,,,
Awesome List (Github),Govt,SBIR .gov,About , https://sbir.gov/about,,,,,,,
Awesome List (Github),Govt,SBIR .gov,How to Apply , https://sbir.gov/how-to-apply,,,,,,,
Awesome List (Github),Govt,SBIR .gov,Awards , https://sbir.gov/sbirsearch/award/all,,,,,,,
Awesome List (Github),Govt,SBIR .gov,Form , https://sbir.wufoo.com/forms/r1gkqprt0wf44q6,,,,,,,
Awesome List (Github),Govt,SBIR .gov,FAQs - General Questions , https://sbir.gov/faqs/general-questions,,,,,,,
Awesome List (Github),Govt,SBIR .gov,Events , https://sbir.gov/events,,,,,,,
Awesome List (Github),Govt,SBIR .gov,News - Success Stories , https://sbir.gov/news/success-stories,,,,,,,
Awesome List (Github),Govt,SBIR .gov,Affiliation (caveat issues , https://sbir.gov/affiliation,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Military,National Labs etc.,OUSD Acquisition & Sustainment , https://www.acq.osd.mil,,,,,,,
Awesome List (Github),Military,National Labs etc.,DoD Small Business , https://business.defense.gov/Work-with-us/Military-Departments-and-Defense-Agencies,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Military,Army,Army , https://osbp.army.mil,,,,,,,
Awesome List (Github),Military,Army,Aberdeen Proving Ground , https://osbp.apg.army.mil,,,,,,,
Awesome List (Github),Military,Army,Army Contracting Command , https://acc.army.mil/smallbusiness,,,,,,,
Awesome List (Github),Military,Army,Army Corps of Engineers HQ , https://www.usace.army.mil/Business-With-Us/Small-Business,,,,,,,
Awesome List (Github),Military,Army,Army Corps of Engineers Jacksonville District , https://www.saj.usace.army.mil/SmallBusiness,,,,,,,
Awesome List (Github),Military,Army,Army Intelligence  Security Command INSCOM , https://www.inscom.army.mil/SmallBiz.aspx,,,,,,,
Awesome List (Github),Military,Army,Army Joint Munitions  Lethality Life Cycle Management Command , https://www.jmc.army.mil/Historian/MunitionsAndLethality.aspx,,,,,,,
Awesome List (Github),Military,Army,Army Materiel Command , https://www.army.mil/organization,,,,,,,
Awesome List (Github),Military,Army,Army Program Executive Office Simulation , Training and Instrumentation , https://www.peostri.army.mil,,,,,,
Awesome List (Github),Military,Army,Army Space  Missile Defense Command , https://www.smdc.army.mil,,,,,,,
Awesome List (Github),Military,Army,Army Sustainment Command , https://www.aschq.army.mil/home/SmallBusiness.aspx,,,,,,,
Awesome List (Github),Military,Army,National Guard Bureau , https://www.nationalguard.mil/Leadership/Joint-Staff/Special-Staff/Small-Business-Programs,,,,,,,
Awesome List (Github),Military,Army,TACOM , https://www.tacom.army.mil/osbp,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Military,Navy ,Navy , https://www.secnav.navy.mil/smallbusiness/pages/default.aspx/smallbusiness/Pages/default.aspx,,,,,,,
Awesome List (Github),Military,Navy ,Navy Office of Small Business Resources OSBP , https://www.secnav.navy.mil/smallbusiness/Pages/OSBP_Resources.aspx,,,,,,,
Awesome List (Github),Military,Navy ,Military Sealift Command , https://www.msc.usff.navy.mil/Business-Opportunities/Contracts,,,,,,,
Awesome List (Github),Military,Navy ,Naval Air Systems Command , https://www.navair.navy.mil/osbp,,,,,,,
Awesome List (Github),Military,Navy ,Naval Facilities Engineering Command , https://www.navfac.navy.mil,,,,,,,
Awesome List (Github),Military,Navy ,Naval Sea Systems Command , https://www.secnav.navy.mil/smallbusiness/Pages/navsea.aspx,,,,,,,
Awesome List (Github),Military,Navy ,Naval Supply Systems Command , https://www.navsup.navy.mil/Business-Opportunities/Home,,,,,,,
Awesome List (Github),Military,Navy ,Office of Naval Research , https://www.nre.navy.mil/work-with-us/small-business,,,,,,,
Awesome List (Github),Military,Navy ,Space and Naval Warfare Systems Command , https://www.secnav.navy.mil/smallbusiness/Pages/OSBP_Resources.aspx,,,,,,,
Awesome List (Github),Military,Navy ,Strategic Systems Programs , https://www.secnav.navy.mil/smallbusiness/Pages/ssp.aspx,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Military,Marine Corps,Marine Corps Installations and Logistics , https://www.iandl.marines.mil/Divisions/Small-Business-Programs-LK,,,,,,,
Awesome List (Github),Military,Marine Corps,Marine Corps System Command , https://www.marcorsyscom.marines.mil/News/News-Article-Display/Article/2960975/making-small-businesses-the-first-option,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Military,Air Force ,Air Force , https://www.airforcesmallbiz.af.mil,,,,,,,
Awesome List (Github),Military,Air Force ,Air Force District of Washington , https://www.afdw.af.mil/Units/Small-Business,,,,,,,
Awesome List (Github),Military,Air Force ,ACC Acquisition Management and Integration Center , https://www.acc.af.mil/Units/ACC-AMIC-Small-Business,,,,,,,
Awesome List (Github),Military,Air Force ,Innovation arm of the Department of the Air Force , https://www.afwerx.af.mil,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Advanced Research Projects Agency , https://www.darpa.mil/work-with-us/for-small-businesses,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Contract Management Agency , https://www.dcma.mil/smallbusiness,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense CounterIntelligence and Security Agency , https://www.dcsa.mil/Contact-Us/Office-of-Small-Business-Programs,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Health Agency , https://www.health.mil/Military-Health-Topics/Acquisition-Procurement-and-Small-Business/Small-Business-Programs/Doing-Business-with-Defense-Health-Agency-Office-of-Small-Business-Programs,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Human Resources Activity , https://www.dhra.mil/sb,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Information Systems Agency , https://www.disa.mil/About/Small-Business,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Intelligence Agency , https://www.dia.mil/Business/Office-of-Small-Business-Programs,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Logistics Agency , https://www.dla.mil/Small-Business,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Media Activity , https://www.dma.mil/Small-Business-Office,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Defense Threat Reduction Agency , https://www.dtra.mil,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,National Geospatial-Intelligence Agency , https://www.nga.mil/news/NGA_appoints_Dr_Anthony_Vinci_to_the_role_of_chief.html,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,National Security Agency , https://www.nsa.gov/business/small-business-office,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Special Operations Command , https://www.socom.mil/SOF-ATL/Pages/small-business.aspx,,,,,,,
Awesome List (Github),Military,Other Defense Agencies,Washington Headquarters Services , https://www.whs.mil/About-WHS/Offices/Office-of-Small-Business-Programs-OSBP,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,Seed.nih.gov , https://seed.nih.gov,,,,,,,,
Awesome List (Github),Govt,Seedfund.nsf.gov , https://seedfund.nsf.gov,,,,,,,,
Awesome List (Github),Govt,System for Award Management (SAM) , https://sam.gov,,,,,,,,
Awesome List (Github),Govt,Grants.gov , https://grants.gov,,,,,,,,
Awesome List (Github),Govt,US DOE Office of Science and Technical Information , https://www.osti.gov,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,USAF SBIR / STTR , https://www.afsbirsttr.af.mil,,,,,,,,
Awesome List (Github),Govt,Air Force Small Biz , https://www.airforcesmallbiz.af.mil/SBIR-STTR,,,,,,,,
Awesome List (Github),Govt,AFRL Small Business Office , https://www.afrl.af.mil/About-Us/Fact-Sheets/Fact-Sheet-Display/Article/2326713/afrl-small-business-office,,,,,,,,
Awesome List (Github),Govt,Navy SBIR , https://www.navysbir.com,,,,,,,,
Awesome List (Github),Govt,Marine Corps Office of Small Business Programs , https://www.marcorsyscom.marines.mil/Work-With-Us/Office-of-Small-Business-Programs,,,,,,,,
Awesome List (Github),Govt,Army SBIR STTR , https://armysbir.army.mil/who-we-are,,,,,,,,
Awesome List (Github),Govt,DARPA SBIR STTR , https://www.darpa.mil/work-with-us/for-small-businesses/participate-sbir-sttr-program,,,,,,,,
Awesome List (Github),Govt,Defense SBIR/STTR , https://www.defensesbirsttr.mil,,,,,,,,
Awesome List (Github),Govt,Defense Innovation Marketplace , https://defenseinnovationmarketplace.dtic.mil,,,,,,,,
Awesome List (Github),Govt,NGA SBIR , https://www.nga.mil/resources/Small_Business_Innovation_Research_(SBIR).html,,,,,,,,
Awesome List (Github),Govt,USGS Tech Transfer , https://www.usgs.gov/technology-transfer,,,,,,,,
Awesome List (Github),Govt,DIA Small Business Programs , https://www.dia.mil/Business/Office-of-Small-Business-Programs,,,,,,,,
Awesome List (Github),Govt,DHS Science and Technology SBIR , https://www.dhs.gov/science-and-technology/sbir,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,18F , https://18f.gsa.gov,,,,,,,,
Awesome List (Github),Govt,Engineering , https://engineering.18f.gov,,,,,,,,
Awesome List (Github),Govt,De-Risking Guide , https://derisking-guide.18f.gov,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,SBIR 101: Department of Defense Stakeholders , https://www.youtube.com/watch?v=YlTZas9bRvI,,,,,,,,
Awesome List (Github),Govt,SBIR Open Topic and phase III transition , https://www.youtube.com/watch?v=gUd09jwa2Fs,,,,,,,,
Awesome List (Github),Govt,SBIR 20.1 Webinar #1 , https://www.youtube.com/watch?v=3Dd7n4XHZyk,,,,,,,,
Awesome List (Github),Govt,Don’t Be a One Hit SBIR Wonder , https://www.youtube.com/watch?v=WXBXn2I5zb4,,,,,,,,
Awesome List (Github),Govt,AFVentures Webinar Series Sep 9th Defense Focused Topics vs Open Innovation Topics , https://www.youtube.com/watch?v=dbzpFDkHbXs,,,,,,,,
Awesome List (Github),Govt,SBIR Phase III Transition , https://www.youtube.com/watch?v=8xVXIzQA_Uc,,,,,,,,
Awesome List (Github),Govt,AFVentures Weekly Webinar August 5th Post Award FAQs , https://www.youtube.com/watch?v=wbZ7i3EfQNo,,,,,,,,
Awesome List (Github),Govt,AFVentures Webinar Series - Aug 12th - Phase II Customer Memorandum TPOC Duties , https://www.youtube.com/watch?v=iQPxWXn7opw,,,,,,,,
Awesome List (Github),Govt,AFVentures - Aug 26 - Phase III: Engaging the Market , https://www.youtube.com/watch?v=Loe29g9_rZM,,,,,,,,
Awesome List (Github),Govt,AFVentures sept 2nd RDT&E , https://www.youtube.com/watch?v=TVL5Au2IV18,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,Govinfo.gov , https://www.govinfo.gov,,,,,,,,
Awesome List (Github),Govt,USA.gov Agency Index , https://www.usa.gov/agency-index,,,,,,,,
Awesome List (Github),Govt,OPM.gov Open Government Data Apps , https://www.opm.gov/about-us/open-government/Data/Apps/Agencies,,,,,,,,
Awesome List (Github),Govt,Search USA.gov for innovation , for example , https://www.search.usa.gov/search?affiliate=techfarhub.usds.gov&query=innovation&commit=Search,,,,,,,
Awesome List (Github),Govt,Citizen Science , https://www.citizenscience.gov/#,,,,,,,,
Awesome List (Github),Govt,Digitalgov.gov , https://www.digitalgov.gov,,,,,,,,
Awesome List (Github),Govt,SAM.gov contract opportunities , https://sam.gov/content/opportunities,,,,,,,,
Awesome List (Github),Govt,National Institute of Food and Agriculture's (NIFA) Office of Grants and Financial Management provides support and guidance for award recipients during each of the phases , https://www.nifa.usda.gov,,,,,,,,
Awesome List (Github),Govt,The Government Manual , https://www.govinfo.gov/content/pkg/GOVMAN-2022-12-31/pdf/GOVMAN-2022-12-31.pdf,,,,,,,,
Awesome List (Github),Govt,Small Business Administration , https://www.sba.gov,,,,,,,,
Awesome List (Github),Govt,Digital Services Playbook , https://www.playbook.cio.gov,,,,,,,,
Awesome List (Github),Govt,US Digital Registry , https://touchpoints.app.cloud.gov/registry,,,,,,,,
Awesome List (Github),Govt,About NRO , https://www.nro.gov/About-NRO,,,,,,,,
Awesome List (Github),Govt,NRO Innovate , https://www.nro.gov/Innovate,,,,,,,,
Awesome List (Github),Govt,NRO Innovate Director's Innovation Initiative , https://www.nro.gov/InnovateNRO/DII,,,,,,,,
Awesome List (Github),Govt,Defense Acquisition Regulation System (DARS , https://www.acq.osd.mil/dpap/dars,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,National Security Innovation Network (NSIN) , https://nsin.mil,,,,,,,,
Awesome List (Github),Govt,Team , https://nsin.mil/team,,,,,,,,
Awesome List (Github),Govt,National Security Innovation Network on Youtube , https://www.youtube.com/@nationalsecurityinnovation8788/videos,,,,,,,,
Awesome List (Github),Govt,Join Us , https://nsin.mil/join-us,,,,,,,,
Awesome List (Github),Govt,SmartSheet Form , https://app.smartsheetgov.com/b/form/2b8d51363d0f4fc89b16da6272c214f5,,,,,,,,
Awesome List (Github),Govt,About the National Security Innovation Network , https://www.youtube.com/watch?v=6dcv5jLNpMo,,,,,,,,
Awesome List (Github),Govt,NSIN Video 1 , https://www.youtube.com/watch?v=vgo4Z5YpuL8,,,,,,,,
Awesome List (Github),Govt,NSIN Video 2 , https://www.youtube.com/watch?v=BAHfgCzTTuw,,,,,,,,
Awesome List (Github),Govt,NSIN Video 3 , https://www.youtube.com/watch?v=eyMoh5z1cFQ,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,TechFarHub , https://techfarhub.usds.gov,,,,,,,,
Awesome List (Github),Govt,Get Started - DITAP , https://techfarhub.usds.gov/get-started/ditap/?source=post_page,,,,,,,,
Awesome List (Github),Govt,Pre-Solicitation - Market Research , https://techfarhub.usds.gov/pre-solicitation/market-research,,,,,,,,
Awesome List (Github),Govt,Solicitation - Contract Design , https://techfarhub.usds.gov/solicitation/contract-design,,,,,,,,
Awesome List (Github),Govt,Innovative Contracting Case Studies 2014 PDF , https://techfarhub.usds.gov/assets/files/innovative-contracting-case-studies-2014.pdf,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,SBIR Sitemap , https://www.sbir.gov/sitemap,,,,,,,,
Awesome List (Github),Govt,About SBIR , https://www.sbir.gov/about,,,,,,,,
Awesome List (Github),Govt,About FAST (Federal and State Technology Partnership Program) , https://www.sbir.gov/about-fast,,,,,,,,
Awesome List (Github),Govt,Accelerators , https://www.sbir.gov/accelerators,,,,,,,,
Awesome List (Github),Govt,Agencies Landing , https://www.sbir.gov/agencies-landing,,,,,,,,
Awesome List (Github),Govt,FAQs , https://www.sbir.gov/faqs,,,,,,,,
Awesome List (Github),Govt,About Leadership , https://www.sbir.gov/about/leadership,,,,,,,,
Awesome List (Github),Govt,Funding , https://www.sbir.gov/funding,,,,,,,,
Awesome List (Github),Govt,Current Topic , https://www.sbir.gov/sbirsearch/topic/current,,,,,,,,
Awesome List (Github),Govt,Solicitations , https://www.sbir.gov/solicitations,,,,,,,,
Awesome List (Github),Govt,Reports , https://www.sbir.gov/reports,,,,,,,,
Awesome List (Github),Govt,Award All , https://www.sbir.gov/sbirsearch/award/all,,,,,,,,
Awesome List (Github),Govt,Firm All , https://www.sbir.gov/sbirsearch/firm/all,,,,,,,,
Awesome List (Github),Govt,Annual Reports Files , https://www.sbir.gov/annual-reports-files,,,,,,,,
Awesome List (Github),Govt,Impact , https://www.sbir.gov/impact,,,,,,,,
Awesome List (Github),Govt,Data Resources , https://www.sbir.gov/data-resources,,,,,,,,
Awesome List (Github),Govt,Dictionary - Data Dictionary Local Assistance , https://www.sbir.gov/dictionary/data-dictionary-local-assistance,,,,,,,,
Awesome List (Github),Govt,Showcase , https://www.sbir.gov/showcase,,,,,,,,
Awesome List (Github),Govt,Success Stories , https://www.sbir.gov/news/success-stories,,,,,,,,
Awesome List (Github),Govt,About Tibbetts Awards , https://www.sbir.gov/about-tibbetts-awards,,,,,,,,
Awesome List (Github),Govt,Announcements , https://www.sbir.gov/announcements,,,,,,,,
Awesome List (Github),Govt,News , https://www.sbir.gov/news,,,,,,,,
Awesome List (Github),Govt,Events , https://www.sbir.gov/events,,,,,,,,
Awesome List (Github),Govt,Feedback , https://www.sbir.gov/feedback?type=sre,,,,,,,,
Awesome List (Github),Govt,SBIR Road Tour , https://www.sbir.gov/sbir-road-tour,,,,,,,,
Awesome List (Github),Govt,Resources , https://www.sbir.gov/resources,,,,,,,,
Awesome List (Github),Govt,Tutorials , https://www.sbir.gov/tutorials,,,,,,,,
Awesome List (Github),Govt,Local Assistance , https://www.sbir.gov/local-assistance,,,,,,,,
Awesome List (Github),Govt,Applicants , https://www.sbir.gov/applicants,,,,,,,,
Awesome List (Github),Govt,Support Organizations , https://www.sbir.gov/support-organizations,,,,,,,,
Awesome List (Github),Govt,Agency Representative , https://www.sbir.gov/agency-representative,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt,SBA Sitemap , https://www.sba.gov/sitemap,,,,,,,,
Awesome List (Github),Govt,Federal Contracting , https://www.sba.gov/federal-contracting,,,,,,,,
Awesome List (Github),Govt,Contracting Guide , https://www.sba.gov/federal-contracting/contracting-guide,,,,,,,,
Awesome List (Github),Govt,Assess Your Business , https://www.sba.gov/federal-contracting/contracting-guide/assess-your-business,,,,,,,,
Awesome List (Github),Govt,Basic Requirements , https://www.sba.gov/federal-contracting/contracting-guide/basic-requirements,,,,,,,,
Awesome List (Github),Govt,How to Win Contracts , https://www.sba.gov/federal-contracting/contracting-guide/how-win-contracts,,,,,,,,
Awesome List (Github),Govt,Types of Contracts , https://www.sba.gov/federal-contracting/contracting-guide/types-contracts,,,,,,,,
Awesome List (Github),Govt,Size Standards , https://www.sba.gov/federal-contracting/contracting-guide/size-standards,,,,,,,,
Awesome List (Github),Govt,Governing Rules & Responsibilities , https://www.sba.gov/federal-contracting/contracting-guide/governing-rules-responsibilities,,,,,,,,
Awesome List (Github),Govt,Prime & Subcontracting , https://www.sba.gov/federal-contracting/contracting-guide/prime-subcontracting,,,,,,,,
Awesome List (Github),Govt,Contracting Assistance Programs , https://www.sba.gov/federal-contracting/contracting-assistance-programs,,,,,,,,
Awesome List (Github),Govt,Small Disadvantaged Business , https://www.sba.gov/federal-contracting/contracting-assistance-programs/small-disadvantaged-business,,,,,,,,
Awesome List (Github),Govt,Women-Owned Small Business Federal Contract Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/women-owned-small-business-federal-contract-program,,,,,,,,
Awesome List (Github),Govt,Veteran Contracting Assistance Programs , https://www.sba.gov/federal-contracting/contracting-assistance-programs/veteran-contracting-assistance-programs,,,,,,,,
Awesome List (Github),Govt,Business Development Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/8a-business-development-program,,,,,,,,
Awesome List (Github),Govt,SBA Mentor Protege Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/sba-mentor-protege-program,,,,,,,,
